date,channel,spend_gbp,impressions,clicks
2024-01-24,tiktok,117.27,23454,515
2024-01-25,meta,335.64,39487,710
2024-01-25,google,194.64,16219,567
2024-01-25,tiktok,114.84,22968,505
2024-01-26,meta,350.38,41221,741
2024-01-26,google,181.18,15098,528
2024-01-26,tiktok,134.95,26990,593
2024-01-27,meta,355.36,41807,752
2024-01-27,google,178.06,14838,519
2024-01-27,tiktok,129.66,25932,570
2024-01-28,meta,305.7,35964,647
2024-01-28,google,187.37,15614,546
2024-01-28,tiktok,135.92,27183,598
2024-01-29,meta,293.82,34567,622
2024-01-29,google,201.46,16788,587
2024-01-29,tiktok,103.92,20784,457
2024-01-30,meta,334.37,39337,708
2024-01-30,google,175.78,14648,512
2024-01-30,tiktok,105.44,21088,463
2024-01-31,meta,339.22,39908,718
2024-01-31,google,170.87,14239,498
2024-01-31,tiktok,109.77,21954,482
2024-02-01,meta,330.8,38154,681
2024-02-01,google,202.47,16541,574
2024-02-01,tiktok,140.26,27501,600
2024-02-02,meta,302.21,34856,622
2024-02-02,google,193.39,15799,548
2024-02-02,tiktok,121.21,23766,518
2024-02-03,meta,338.71,39066,697
2024-02-03,google,198.7,16233,563
2024-02-03,tiktok,110.2,21607,471
2024-02-04,meta,368.06,42452,758
2024-02-04,google,205.61,16798,583
2024-02-04,tiktok,114.58,22466,490
2024-02-05,meta,365.24,42126,752
2024-02-05,google,174.65,14268,495
2024-02-05,tiktok,110.92,21749,474
2024-02-06,meta,320.79,37000,660
2024-02-06,google,181.75,14848,515
2024-02-06,tiktok,126.48,24800,541
2024-02-07,meta,313.04,36106,644
2024-02-07,google,158.59,12956,449
2024-02-07,tiktok,131.46,25776,562
2024-02-08,meta,316.09,36457,650
2024-02-08,google,190.04,15526,539
2024-02-08,tiktok,131.93,25868,564
2024-02-09,meta,302.03,34836,622
2024-02-09,google,180.47,14744,511
2024-02-09,tiktok,135.59,26586,580
2024-02-10,meta,284.13,32771,585
2024-02-10,google,171.41,14004,486
2024-02-10,tiktok,126.17,24739,539
2024-02-11,meta,354.34,40869,729
2024-02-11,google,170.61,13938,483
2024-02-11,tiktok,127.94,25086,547
2024-02-12,meta,306.47,35348,631
2024-02-12,google,186.8,15261,529
2024-02-12,tiktok,133.75,26225,572
2024-02-13,meta,360.94,41630,743
2024-02-13,google,185.99,15195,527
2024-02-13,tiktok,124.77,24464,533
2024-02-14,meta,347.07,40031,714
2024-02-14,google,170.89,13961,484
2024-02-14,tiktok,128.96,25286,551
2024-02-15,meta,378.02,43600,778
2024-02-15,google,195.0,15931,553
2024-02-15,tiktok,127.97,25092,547
2024-02-16,meta,298.99,34485,615
2024-02-16,google,168.02,13727,476
2024-02-16,tiktok,111.48,21858,477
2024-02-17,meta,309.14,35656,636
2024-02-17,google,206.18,16844,584
2024-02-17,tiktok,138.85,27225,594
2024-02-18,meta,352.72,40682,726
2024-02-18,google,161.42,13187,457
2024-02-18,tiktok,122.15,23950,522
2024-02-19,meta,375.04,43257,772
2024-02-19,google,157.81,12892,447
2024-02-19,tiktok,117.07,22954,500
2024-02-20,meta,366.35,42254,754
2024-02-20,google,166.17,13575,471
2024-02-20,tiktok,127.4,24980,545
2024-02-21,meta,333.98,38521,687
2024-02-21,google,154.07,12587,437
2024-02-21,tiktok,120.37,23601,515
2024-02-22,meta,313.36,36143,645
2024-02-22,google,159.72,13049,453
2024-02-22,tiktok,123.93,24300,530
2024-02-23,meta,316.25,36476,651
2024-02-23,google,188.84,15428,535
2024-02-23,tiktok,108.39,21252,463
2024-02-24,meta,284.55,32820,586
2024-02-24,google,164.16,13411,465
2024-02-24,tiktok,128.02,25101,547
2024-02-25,meta,324.7,37450,668
2024-02-25,google,160.85,13141,456
2024-02-25,tiktok,104.74,20537,448
2024-02-26,meta,316.81,36540,652
2024-02-26,google,159.49,13030,452
2024-02-26,tiktok,114.24,22400,488
2024-02-27,meta,355.23,40972,731
2024-02-27,google,176.25,14399,499
2024-02-27,tiktok,138.97,27249,594
2024-02-28,meta,289.19,33355,595
2024-02-28,google,175.92,14372,498
2024-02-28,tiktok,118.82,23298,508
2024-02-29,meta,327.14,37732,673
2024-02-29,google,174.19,14231,494
2024-02-29,tiktok,104.39,20468,446
2024-03-01,meta,300.52,33995,602
2024-03-01,google,172.69,13837,476
2024-03-01,tiktok,132.9,25557,553
2024-03-02,meta,315.14,35649,631
2024-03-02,google,208.79,16729,576
2024-03-02,tiktok,134.86,25934,561
2024-03-03,meta,291.14,32934,583
2024-03-03,google,164.64,13192,454
2024-03-03,tiktok,130.57,25109,543
2024-03-04,meta,326.19,36899,653
2024-03-04,google,175.17,14036,483
2024-03-04,tiktok,117.47,22590,489
2024-03-05,meta,329.06,37223,659
2024-03-05,google,200.57,16071,553
2024-03-05,tiktok,137.75,26490,573
2024-03-06,meta,377.08,42656,755
2024-03-06,google,176.06,14107,485
2024-03-06,tiktok,134.01,25771,557
2024-03-07,meta,381.68,43176,764
2024-03-07,google,194.08,15551,535
2024-03-07,tiktok,128.09,24632,533
2024-03-08,meta,340.0,38461,681
2024-03-08,google,207.66,16639,573
2024-03-08,tiktok,109.21,21001,454
2024-03-09,meta,297.07,33605,595
2024-03-09,google,154.68,12394,426
2024-03-09,tiktok,125.54,24142,522
2024-03-10,meta,354.14,40061,709
2024-03-10,google,197.74,15844,545
2024-03-10,tiktok,136.1,26173,566
2024-03-11,meta,306.64,34687,614
2024-03-11,google,167.82,13447,463
2024-03-11,tiktok,128.99,24805,536
2024-03-12,meta,321.54,36373,644
2024-03-12,google,202.11,16194,557
2024-03-12,tiktok,134.56,25876,560
2024-03-13,meta,310.13,35082,621
2024-03-13,google,171.47,13739,473
2024-03-13,tiktok,124.25,23894,517
2024-03-14,meta,293.45,33195,587
2024-03-14,google,177.34,14209,489
2024-03-14,tiktok,109.74,21103,456
2024-03-15,meta,329.58,37282,660
2024-03-15,google,199.97,16023,551
2024-03-15,tiktok,114.33,21986,475
2024-03-16,meta,377.06,42653,755
2024-03-16,google,179.77,14404,496
2024-03-16,tiktok,137.39,26421,571
2024-03-17,meta,372.24,42108,745
2024-03-17,google,172.09,13789,474
2024-03-17,tiktok,135.13,25986,562
2024-03-18,meta,380.79,43075,762
2024-03-18,google,163.52,13102,451
2024-03-18,tiktok,128.41,24694,534
2024-03-19,meta,388.72,43972,778
2024-03-19,google,193.22,15482,533
2024-03-19,tiktok,108.71,20905,452
2024-03-20,meta,382.56,43276,766
2024-03-20,google,177.32,14208,489
2024-03-20,tiktok,127.75,24567,531
2024-03-21,meta,297.45,33648,595
2024-03-21,google,185.92,14897,513
2024-03-21,tiktok,130.39,25074,542
2024-03-22,meta,302.49,34218,606
2024-03-22,google,201.85,16173,556
2024-03-22,tiktok,124.01,23848,516
2024-03-23,meta,379.24,42900,759
2024-03-23,google,157.28,12602,434
2024-03-23,tiktok,120.98,23265,503
2024-03-24,meta,331.85,37539,664
2024-03-24,google,157.51,12620,434
2024-03-24,tiktok,122.31,23521,509
2024-03-25,meta,380.41,43032,762
2024-03-25,google,157.68,12634,435
2024-03-25,tiktok,127.65,24548,531
2024-03-26,meta,318.69,36050,638
2024-03-26,google,161.05,12904,444
2024-03-26,tiktok,130.68,25130,544
2024-03-27,meta,350.01,39593,701
2024-03-27,google,201.15,16117,555
2024-03-27,tiktok,123.65,23778,514
2024-03-28,meta,353.57,39996,708
2024-03-28,google,191.33,15330,527
2024-03-28,tiktok,109.97,21148,457
2024-03-29,meta,350.13,39607,701
2024-03-29,google,170.08,13628,469
2024-03-29,tiktok,122.67,23590,510
2024-03-30,meta,349.36,39520,699
2024-03-30,google,188.45,15100,520
2024-03-30,tiktok,131.28,25246,546
2024-03-31,meta,347.49,39308,696
2024-03-31,google,169.32,13567,467
2024-03-31,tiktok,121.81,23425,507
2024-04-01,meta,307.9,34173,600
2024-04-01,google,163.45,12849,438
2024-04-01,tiktok,131.21,24756,531
2024-04-02,meta,399.23,44309,778
2024-04-02,google,167.3,13152,449
2024-04-02,tiktok,127.7,24094,517
2024-04-03,meta,380.22,42199,741
2024-04-03,google,184.95,14540,496
2024-04-03,tiktok,119.99,22639,486
2024-04-04,meta,350.32,38881,683
2024-04-04,google,201.86,15869,542
2024-04-04,tiktok,128.69,24281,521
2024-04-05,meta,396.7,44028,773
2024-04-05,google,163.69,12868,439
2024-04-05,tiktok,137.8,26000,558
2024-04-06,meta,348.85,38718,680
2024-04-06,google,189.37,14887,508
2024-04-06,tiktok,145.75,27499,590
2024-04-07,meta,379.15,42081,739
2024-04-07,google,184.78,14526,496
2024-04-07,tiktok,124.56,23501,504
2024-04-08,meta,319.33,35441,622
2024-04-08,google,209.37,16459,562
2024-04-08,tiktok,143.25,27028,580
2024-04-09,meta,320.44,35564,624
2024-04-09,google,193.44,15207,519
2024-04-09,tiktok,108.59,20488,439
2024-04-10,meta,383.23,42533,747
2024-04-10,google,157.25,12362,422
2024-04-10,tiktok,135.33,25533,548
2024-04-11,meta,307.43,34120,599
2024-04-11,google,173.08,13606,464
2024-04-11,tiktok,126.75,23915,513
2024-04-12,meta,335.88,37278,654
2024-04-12,google,209.45,16466,562
2024-04-12,tiktok,108.73,20515,440
2024-04-13,meta,386.74,42923,754
2024-04-13,google,165.95,13046,445
2024-04-13,tiktok,137.16,25879,555
2024-04-14,meta,400.39,44438,780
2024-04-14,google,176.38,13866,473
2024-04-14,tiktok,140.86,26577,570
2024-04-15,meta,377.66,41915,736
2024-04-15,google,160.11,12587,429
2024-04-15,tiktok,139.99,26413,567
2024-04-16,meta,341.07,37854,665
2024-04-16,google,197.21,15503,529
2024-04-16,tiktok,128.04,24158,518
2024-04-17,meta,307.58,34137,599
2024-04-17,google,156.27,12285,419
2024-04-17,tiktok,114.2,21547,462
2024-04-18,meta,357.28,39653,696
2024-04-18,google,207.22,16290,556
2024-04-18,tiktok,136.83,25816,554
2024-04-19,meta,343.6,38135,669
2024-04-19,google,206.72,16251,555
2024-04-19,tiktok,132.64,25026,537
2024-04-20,meta,388.87,43159,758
2024-04-20,google,199.75,15703,536
2024-04-20,tiktok,112.66,21256,456
2024-04-21,meta,326.02,36184,635
2024-04-21,google,159.66,12551,428
2024-04-21,tiktok,138.35,26103,560
2024-04-22,meta,306.49,34016,597
2024-04-22,google,170.56,13408,458
2024-04-22,tiktok,132.54,25007,536
2024-04-23,meta,370.99,41175,723
2024-04-23,google,198.19,15580,532
2024-04-23,tiktok,133.33,25156,540
2024-04-24,meta,340.2,37758,663
2024-04-24,google,186.54,14665,500
2024-04-24,tiktok,132.49,24998,536
2024-04-25,meta,350.33,38882,683
2024-04-25,google,184.82,14529,496
2024-04-25,tiktok,138.51,26133,561
2024-04-26,meta,313.09,34749,610
2024-04-26,google,191.12,15025,513
2024-04-26,tiktok,131.45,24801,532
2024-04-27,meta,339.23,37650,661
2024-04-27,google,183.39,14417,492
2024-04-27,tiktok,110.97,20937,449
2024-04-28,meta,326.16,36199,635
2024-04-28,google,199.53,15686,535
2024-04-28,tiktok,138.78,26184,562
2024-04-29,meta,303.35,33668,591
2024-04-29,google,204.77,16098,549
2024-04-29,tiktok,130.79,24677,529
2024-04-30,meta,332.79,36935,648
2024-04-30,google,195.51,15370,525
2024-04-30,tiktok,118.86,22426,481
2024-05-01,meta,338.72,36897,642
2024-05-01,google,198.47,15314,518
2024-05-01,tiktok,136.69,25312,539
2024-05-02,meta,369.87,40290,702
2024-05-02,google,174.16,13438,455
2024-05-02,tiktok,133.68,24755,527
2024-05-03,meta,334.46,36433,634
2024-05-03,google,170.1,13124,444
2024-05-03,tiktok,116.21,21520,458
2024-05-04,meta,371.34,40450,704
2024-05-04,google,204.9,15810,535
2024-05-04,tiktok,149.03,27598,587
2024-05-05,meta,387.05,42162,734
2024-05-05,google,209.87,16193,548
2024-05-05,tiktok,134.35,24879,529
2024-05-06,meta,385.12,41952,730
2024-05-06,google,179.97,13886,470
2024-05-06,tiktok,142.89,26461,563
2024-05-07,meta,375.36,40888,712
2024-05-07,google,157.22,12131,410
2024-05-07,tiktok,129.62,24003,511
2024-05-08,meta,418.8,45620,794
2024-05-08,google,208.78,16109,545
2024-05-08,tiktok,112.1,20759,442
2024-05-09,meta,356.35,38818,676
2024-05-09,google,206.85,15960,540
2024-05-09,tiktok,112.98,20922,445
2024-05-10,meta,415.29,45238,788
2024-05-10,google,172.12,13280,449
2024-05-10,tiktok,143.6,26592,566
2024-05-11,meta,357.02,38891,677
2024-05-11,google,191.24,14756,499
2024-05-11,tiktok,144.03,26672,568
2024-05-12,meta,352.62,38411,669
2024-05-12,google,161.72,12478,422
2024-05-12,tiktok,139.68,25866,550
2024-05-13,meta,385.03,41942,730
2024-05-13,google,202.07,15591,528
2024-05-13,tiktok,120.98,22403,477
2024-05-14,meta,416.28,45346,790
2024-05-14,google,178.6,13780,466
2024-05-14,tiktok,143.81,26631,567
2024-05-15,meta,315.57,34375,598
2024-05-15,google,209.44,16160,547
2024-05-15,tiktok,123.47,22864,486
2024-05-16,meta,366.87,39964,696
2024-05-16,google,209.96,16200,548
2024-05-16,tiktok,131.71,24390,519
2024-05-17,meta,340.74,37117,646
2024-05-17,google,193.42,14924,505
2024-05-17,tiktok,120.07,22235,473
2024-05-18,meta,380.95,41497,723
2024-05-18,google,182.75,14101,477
2024-05-18,tiktok,136.76,25325,539
2024-05-19,meta,416.78,45400,791
2024-05-19,google,173.81,13411,454
2024-05-19,tiktok,128.98,23885,508
2024-05-20,meta,341.26,37174,647
2024-05-20,google,156.43,12070,408
2024-05-20,tiktok,119.12,22059,469
2024-05-21,meta,331.67,36129,629
2024-05-21,google,176.19,13594,460
2024-05-21,tiktok,139.18,25774,548
2024-05-22,meta,366.98,39976,696
2024-05-22,google,178.84,13799,467
2024-05-22,tiktok,127.55,23620,503
2024-05-23,meta,374.59,40805,710
2024-05-23,google,189.6,14629,495
2024-05-23,tiktok,117.08,21681,461
2024-05-24,meta,326.75,35593,620
2024-05-24,google,173.14,13359,452
2024-05-24,tiktok,121.97,22587,481
2024-05-25,meta,411.85,44863,781
2024-05-25,google,179.16,13824,468
2024-05-25,tiktok,135.25,25046,533
2024-05-26,meta,321.08,34976,609
2024-05-26,google,170.96,13191,446
2024-05-26,tiktok,147.69,27349,582
2024-05-27,meta,347.97,37905,660
2024-05-27,google,183.93,14192,480
2024-05-27,tiktok,118.4,21925,466
2024-05-28,meta,419.02,45644,795
2024-05-28,google,160.21,12361,418
2024-05-28,tiktok,132.42,24522,522
2024-05-29,meta,319.14,34764,605
2024-05-29,google,163.57,12621,427
2024-05-29,tiktok,143.64,26599,566
2024-05-30,meta,354.24,38588,672
2024-05-30,google,167.75,12943,438
2024-05-30,tiktok,146.41,27112,577
2024-05-31,meta,401.47,43733,762
2024-05-31,google,210.22,16220,549
2024-05-31,tiktok,127.39,23590,502
2024-06-01,meta,485.3,51903,896
2024-06-01,google,234.51,17765,596
2024-06-01,tiktok,157.14,28570,603
2024-06-02,meta,455.46,48712,841
2024-06-02,google,226.53,17161,576
2024-06-02,tiktok,175.05,31827,672
2024-06-03,meta,405.91,43412,750
2024-06-03,google,221.81,16803,564
2024-06-03,tiktok,145.8,26509,559
2024-06-04,meta,472.68,50554,873
2024-06-04,google,212.13,16070,539
2024-06-04,tiktok,152.26,27683,584
2024-06-05,meta,410.39,43891,758
2024-06-05,google,206.67,15656,526
2024-06-05,tiktok,160.22,29130,615
2024-06-06,meta,408.13,43650,754
2024-06-06,google,204.2,15469,519
2024-06-06,tiktok,164.75,29954,632
2024-06-07,meta,399.38,42714,738
2024-06-07,google,209.0,15833,531
2024-06-07,tiktok,175.4,31890,673
2024-06-08,meta,448.13,47928,828
2024-06-08,google,228.18,17286,580
2024-06-08,tiktok,171.64,31207,659
2024-06-09,meta,474.51,50749,876
2024-06-09,google,212.81,16121,541
2024-06-09,tiktok,180.93,32896,694
2024-06-10,meta,412.04,44068,761
2024-06-10,google,224.43,17002,571
2024-06-10,tiktok,177.07,32194,679
2024-06-11,meta,516.53,55243,954
2024-06-11,google,241.72,18312,615
2024-06-11,tiktok,146.44,26625,562
2024-06-12,meta,506.11,54129,935
2024-06-12,google,201.79,15287,513
2024-06-12,tiktok,151.82,27603,582
2024-06-13,meta,451.77,48317,834
2024-06-13,google,202.52,15342,515
2024-06-13,tiktok,158.16,28756,607
2024-06-14,meta,399.41,42717,738
2024-06-14,google,209.42,15865,533
2024-06-14,tiktok,142.57,25921,547
2024-06-15,meta,426.81,45648,788
2024-06-15,google,233.45,17685,594
2024-06-15,tiktok,168.73,30678,647
2024-06-16,meta,403.45,43149,745
2024-06-16,google,203.78,15437,518
2024-06-16,tiktok,167.84,30516,644
2024-06-17,meta,396.52,42408,732
2024-06-17,google,201.77,15285,513
2024-06-17,tiktok,151.25,27500,580
2024-06-18,meta,483.98,51762,894
2024-06-18,google,240.77,18240,612
2024-06-18,tiktok,176.74,32134,678
2024-06-19,meta,427.63,45735,790
2024-06-19,google,217.23,16456,552
2024-06-19,tiktok,160.86,29247,617
2024-06-20,meta,449.96,48124,831
2024-06-20,google,247.07,18717,628
2024-06-20,tiktok,152.4,27709,585
2024-06-21,meta,385.19,41196,711
2024-06-21,google,235.31,17826,598
2024-06-21,tiktok,175.35,31881,673
2024-06-22,meta,427.61,45733,790
2024-06-22,google,209.85,15897,534
2024-06-22,tiktok,159.5,29000,612
2024-06-23,meta,518.75,55481,958
2024-06-23,google,208.44,15790,530
2024-06-23,tiktok,159.28,28960,611
2024-06-24,meta,466.51,49894,862
2024-06-24,google,207.62,15728,528
2024-06-24,tiktok,157.25,28590,603
2024-06-25,meta,475.39,50843,878
2024-06-25,google,198.77,15058,505
2024-06-25,tiktok,152.65,27754,586
2024-06-26,meta,432.97,46306,800
2024-06-26,google,211.26,16004,537
2024-06-26,tiktok,155.58,28287,597
2024-06-27,meta,407.84,43619,753
2024-06-27,google,200.76,15209,511
2024-06-27,tiktok,169.45,30809,650
2024-06-28,meta,444.68,47559,821
2024-06-28,google,239.08,18112,608
2024-06-28,tiktok,176.3,32054,676
2024-06-29,meta,404.8,43294,748
2024-06-29,google,230.69,17476,587
2024-06-29,tiktok,175.93,31987,675
2024-06-30,meta,512.35,54796,946
2024-06-30,google,236.27,17899,601
2024-06-30,tiktok,152.72,27767,586
2024-07-01,meta,467.93,49152,842
2024-07-01,google,213.62,15894,529
2024-07-01,tiktok,163.14,29132,610
2024-07-02,meta,510.14,53586,918
2024-07-02,google,198.18,14745,491
2024-07-02,tiktok,144.04,25721,538
2024-07-03,meta,423.22,44455,761
2024-07-03,google,236.28,17580,585
2024-07-03,tiktok,141.09,25194,527
2024-07-04,meta,451.92,47470,813
2024-07-04,google,219.82,16355,544
2024-07-04,tiktok,178.18,31817,666
2024-07-05,meta,403.8,42415,726
2024-07-05,google,213.81,15908,530
2024-07-05,tiktok,178.22,31824,666
2024-07-06,meta,483.58,50796,870
2024-07-06,google,219.09,16301,543
2024-07-06,tiktok,138.27,24691,517
2024-07-07,meta,503.03,52839,905
2024-07-07,google,244.88,18220,607
2024-07-07,tiktok,174.2,31107,651
2024-07-08,meta,510.56,53630,919
2024-07-08,google,247.47,18412,613
2024-07-08,tiktok,182.43,32576,682
2024-07-09,meta,456.81,47984,822
2024-07-09,google,250.84,18663,621
2024-07-09,tiktok,173.72,31021,649
2024-07-10,meta,513.59,53948,924
2024-07-10,google,225.47,16776,558
2024-07-10,tiktok,170.79,30498,638
2024-07-11,meta,453.69,47656,816
2024-07-11,google,238.24,17726,590
2024-07-11,tiktok,141.43,25255,528
2024-07-12,meta,532.56,55941,958
2024-07-12,google,255.02,18974,632
2024-07-12,tiktok,165.53,29558,619
2024-07-13,meta,460.81,48404,829
2024-07-13,google,224.15,16677,555
2024-07-13,tiktok,178.78,31924,668
2024-07-14,meta,491.17,51593,884
2024-07-14,google,245.79,18287,609
2024-07-14,tiktok,149.1,26624,557
2024-07-15,meta,420.64,44184,757
2024-07-15,google,251.52,18714,623
2024-07-15,tiktok,163.74,29239,612
2024-07-16,meta,533.82,56073,960
2024-07-16,google,242.38,18034,600
2024-07-16,tiktok,171.17,30566,640
2024-07-17,meta,486.21,51072,875
2024-07-17,google,240.94,17927,597
2024-07-17,tiktok,184.72,32985,690
2024-07-18,meta,516.06,54207,928
2024-07-18,google,215.16,16008,533
2024-07-18,tiktok,177.13,31630,662
2024-07-19,meta,458.07,48116,824
2024-07-19,google,239.02,17784,592
2024-07-19,tiktok,177.97,31780,665
2024-07-20,meta,500.81,52606,901
2024-07-20,google,221.59,16487,549
2024-07-20,tiktok,173.84,31042,650
2024-07-21,meta,432.56,45436,778
2024-07-21,google,208.34,15501,516
2024-07-21,tiktok,142.59,25462,533
2024-07-22,meta,482.24,50655,868
2024-07-22,google,250.96,18672,622
2024-07-22,tiktok,144.57,25816,540
2024-07-23,meta,418.51,43961,753
2024-07-23,google,189.91,14130,470
2024-07-23,tiktok,183.76,32814,687
2024-07-24,meta,486.5,51102,875
2024-07-24,google,241.5,17968,598
2024-07-24,tiktok,174.42,31146,652
2024-07-25,meta,510.8,53655,919
2024-07-25,google,234.27,17430,580
2024-07-25,tiktok,175.79,31391,657
2024-07-26,meta,413.28,43411,743
2024-07-26,google,226.87,16880,562
2024-07-26,tiktok,172.59,30819,645
2024-07-27,meta,411.95,43272,741
2024-07-27,google,223.67,16642,554
2024-07-27,tiktok,158.74,28346,593
2024-07-28,meta,472.86,49670,851
2024-07-28,google,248.0,18452,614
2024-07-28,tiktok,155.28,27728,580
2024-07-29,meta,522.6,54894,940
2024-07-29,google,217.98,16218,540
2024-07-29,tiktok,165.76,29599,619
2024-07-30,meta,485.85,51034,874
2024-07-30,google,229.5,17075,568
2024-07-30,tiktok,149.81,26751,560
2024-07-31,meta,405.29,42572,729
2024-07-31,google,252.59,18793,626
2024-07-31,tiktok,168.93,30166,631
2024-08-01,meta,401.9,41475,704
2024-08-01,google,187.35,13695,452
2024-08-01,tiktok,122.52,21494,446
2024-08-02,meta,355.48,36685,623
2024-08-02,google,179.66,13133,433
2024-08-02,tiktok,156.27,27415,569
2024-08-03,meta,400.35,41315,702
2024-08-03,google,199.19,14560,481
2024-08-03,tiktok,116.88,20505,425
2024-08-04,meta,421.59,43507,739
2024-08-04,google,185.45,13556,447
2024-08-04,tiktok,131.6,23087,479
2024-08-05,meta,397.85,41057,697
2024-08-05,google,203.0,14839,490
2024-08-05,tiktok,147.07,25801,535
2024-08-06,meta,367.98,37975,645
2024-08-06,google,194.74,14235,470
2024-08-06,tiktok,142.3,24964,518
2024-08-07,meta,381.7,39391,669
2024-08-07,google,191.8,14020,463
2024-08-07,tiktok,143.01,25089,521
2024-08-08,meta,416.39,42971,730
2024-08-08,google,181.56,13271,438
2024-08-08,tiktok,123.51,21668,450
2024-08-09,meta,413.53,42675,725
2024-08-09,google,196.73,14380,475
2024-08-09,tiktok,132.01,23159,480
2024-08-10,meta,374.51,38649,656
2024-08-10,google,166.19,12148,401
2024-08-10,tiktok,129.38,22698,471
2024-08-11,meta,404.03,41695,708
2024-08-11,google,188.89,13807,456
2024-08-11,tiktok,140.18,24592,510
2024-08-12,meta,433.49,44735,760
2024-08-12,google,158.45,11582,382
2024-08-12,tiktok,155.93,27356,568
2024-08-13,meta,404.19,41712,708
2024-08-13,google,187.11,13677,451
2024-08-13,tiktok,147.61,25896,537
2024-08-14,meta,450.51,46492,789
2024-08-14,google,200.97,14690,485
2024-08-14,tiktok,137.84,24182,502
2024-08-15,meta,349.61,36079,613
2024-08-15,google,208.43,15236,503
2024-08-15,tiktok,135.17,23714,492
2024-08-16,meta,372.39,38430,653
2024-08-16,google,199.97,14617,482
2024-08-16,tiktok,153.79,26980,560
2024-08-17,meta,363.06,37467,636
2024-08-17,google,180.73,13211,436
2024-08-17,tiktok,126.31,22159,460
2024-08-18,meta,454.96,46951,797
2024-08-18,google,186.93,13664,451
2024-08-18,tiktok,137.11,24054,499
2024-08-19,meta,378.52,39062,663
2024-08-19,google,189.56,13856,457
2024-08-19,tiktok,137.03,24040,499
2024-08-20,meta,369.84,38167,648
2024-08-20,google,201.38,14720,486
2024-08-20,tiktok,124.87,21907,454
2024-08-21,meta,438.16,45217,768
2024-08-21,google,165.86,12124,400
2024-08-21,tiktok,120.91,21212,440
2024-08-22,meta,362.35,37394,635
2024-08-22,google,182.47,13338,440
2024-08-22,tiktok,148.71,26089,541
2024-08-23,meta,423.6,43715,742
2024-08-23,google,213.89,15635,516
2024-08-23,tiktok,151.31,26545,551
2024-08-24,meta,364.03,37567,638
2024-08-24,google,189.6,13859,457
2024-08-24,tiktok,155.38,27259,566
2024-08-25,meta,431.36,44515,756
2024-08-25,google,162.42,11872,392
2024-08-25,tiktok,140.38,24628,511
2024-08-26,meta,420.39,43383,737
2024-08-26,google,186.54,13635,450
2024-08-26,tiktok,149.15,26166,543
2024-08-27,meta,366.48,37820,642
2024-08-27,google,208.2,15219,502
2024-08-27,tiktok,144.94,25428,528
2024-08-28,meta,344.22,35523,603
2024-08-28,google,191.4,13991,462
