order_id,customer_id,order_date,channel,category,country,gross_revenue,discount,net_revenue,returned,status
ORD000096,CUST00067,2024-12-27,meta,bottoms,GB,59.55,0.0,59.55,False,completed
ORD000097,CUST00068,2024-08-24,meta,tops,GB,47.89,8.38,-1.2,True,returned
ORD000098,CUST00069,2024-09-03,meta,accessories,US,51.99,0.0,51.99,False,completed
ORD000099,CUST00070,2024-12-06,meta,accessories,US,50.94,12.5,-4.86,True,returned
ORD000100,CUST00071,2024-08-11,meta,footwear,DE,75.94,13.95,61.99,False,completed
ORD000101,CUST00072,2024-09-25,meta,tops,US,63.5,10.56,52.94,False,completed
ORD000102,CUST00073,2024-05-17,meta,outerwear,GB,191.49,0.0,28.72,True,returned
ORD000103,CUST00073,2024-05-23,meta,outerwear,GB,153.83,37.31,116.52,False,completed
ORD000104,CUST00074,2024-12-30,meta,outerwear,NL,97.68,9.81,87.87,False,completed
ORD000105,CUST00075,2024-06-16,meta,accessories,GB,31.3,0.0,4.7,True,returned
ORD000106,CUST00076,2024-05-19,meta,tops,GB,64.97,13.93,51.04,False,completed
ORD000107,CUST00077,2024-03-21,meta,bottoms,FR,65.83,10.32,55.51,False,completed
ORD000108,CUST00078,2024-02-14,meta,footwear,AU,87.6,0.0,87.6,False,completed
ORD000109,CUST00079,2024-12-16,meta,outerwear,US,109.99,0.0,16.5,True,returned
ORD000110,CUST00080,2024-10-26,meta,tops,AU,66.36,8.12,58.24,False,completed
ORD000111,CUST00081,2024-11-17,meta,bottoms,GB,78.47,8.19,70.28,False,completed
ORD000112,CUST00082,2024-07-15,meta,accessories,CA,28.03,0.0,28.03,False,completed
ORD000113,CUST00082,2024-09-01,meta,bottoms,CA,98.03,22.06,-7.36,True,returned
ORD000114,CUST00082,2024-11-03,meta,bottoms,CA,62.51,11.99,-2.61,True,returned
ORD000115,CUST00083,2024-12-06,meta,accessories,GB,29.34,0.0,4.4,True,returned
ORD000116,CUST00083,2024-09-15,meta,outerwear,GB,103.69,21.84,81.85,False,completed
ORD000117,CUST00084,2024-06-22,meta,accessories,CA,52.16,0.0,52.16,False,completed
ORD000118,CUST00085,2024-09-15,meta,bottoms,US,59.47,8.44,51.03,False,completed
ORD000119,CUST00085,2024-01-16,meta,accessories,US,40.34,4.39,35.95,False,completed
ORD000120,CUST00085,2024-07-02,meta,accessories,US,48.33,5.78,42.55,False,completed
ORD000121,CUST00086,2024-01-30,meta,outerwear,FR,104.84,0.0,104.84,False,completed
ORD000122,CUST00087,2024-06-22,meta,footwear,US,142.7,0.0,142.7,False,completed
ORD000123,CUST00087,2024-02-19,meta,accessories,US,35.38,0.0,35.38,False,completed
ORD000124,CUST00088,2024-02-05,meta,footwear,FR,86.29,10.35,75.94,False,completed
ORD000125,CUST00089,2024-05-30,meta,outerwear,GB,112.44,0.0,112.44,False,completed
ORD000126,CUST00089,2024-02-24,meta,bottoms,GB,100.21,24.99,75.22,False,completed
ORD000127,CUST00089,2024-12-30,meta,tops,GB,39.66,4.64,35.02,False,completed
ORD000128,CUST00090,2024-04-20,meta,accessories,US,55.43,0.0,55.43,False,completed
ORD000129,CUST00090,2024-08-18,meta,outerwear,US,129.12,14.35,5.02,True,returned
ORD000130,CUST00091,2024-05-20,meta,bottoms,AU,82.81,15.47,67.34,False,completed
ORD000131,CUST00091,2024-02-13,meta,tops,AU,50.24,0.0,50.24,False,completed
ORD000132,CUST00092,2024-04-20,meta,tops,FR,37.9,0.0,37.9,False,completed
ORD000133,CUST00093,2024-06-24,meta,bottoms,NL,57.63,0.0,8.64,True,returned
ORD000134,CUST00093,2024-11-24,meta,bottoms,NL,78.7,17.71,60.99,False,completed
ORD000135,CUST00094,2024-12-28,meta,bottoms,GB,94.67,18.39,76.28,False,completed
ORD000136,CUST00095,2024-07-03,meta,tops,AU,55.66,0.0,55.66,False,completed
ORD000137,CUST00096,2024-09-12,meta,bottoms,GB,91.41,20.42,70.99,False,completed
ORD000138,CUST00096,2024-04-24,meta,accessories,GB,51.75,0.0,7.76,True,returned
ORD000139,CUST00097,2024-01-23,meta,bottoms,US,81.77,0.0,81.77,False,completed
ORD000140,CUST00098,2024-10-17,meta,outerwear,GB,165.04,0.0,165.04,False,completed
ORD000141,CUST00099,2024-06-29,meta,bottoms,AU,55.18,0.0,55.18,False,completed
ORD000142,CUST00099,2024-12-19,meta,bottoms,AU,92.55,0.0,13.88,True,returned
ORD000143,CUST00099,2024-05-25,meta,accessories,AU,38.53,0.0,5.78,True,returned
ORD000144,CUST00100,2024-04-03,meta,outerwear,GB,127.48,0.0,19.12,True,returned
ORD000145,CUST00101,2024-10-05,meta,bottoms,DE,92.42,10.7,81.72,False,completed
ORD000146,CUST00101,2024-05-04,meta,bottoms,DE,59.82,0.0,8.97,True,returned
ORD000147,CUST00102,2024-02-20,meta,footwear,US,81.99,0.0,81.99,False,completed
ORD000148,CUST00102,2024-11-11,meta,outerwear,US,99.79,0.0,99.79,False,completed
ORD000149,CUST00102,2024-05-06,meta,tops,US,58.44,0.0,58.44,False,completed
ORD000150,CUST00103,2024-03-05,meta,tops,GB,69.07,0.0,69.07,False,completed
ORD000151,CUST00103,2024-08-26,meta,outerwear,GB,118.06,24.54,93.52,False,completed
ORD000152,CUST00104,2024-04-14,meta,bottoms,US,67.18,0.0,10.08,True,returned
ORD000153,CUST00104,2024-05-18,meta,accessories,US,45.07,5.07,40.0,False,completed
ORD000154,CUST00105,2024-09-05,meta,bottoms,FR,75.81,0.0,75.81,False,completed
ORD000155,CUST00106,2024-07-04,meta,tops,GB,69.25,0.0,10.39,True,returned
ORD000156,CUST00106,2024-07-06,meta,bottoms,GB,62.19,0.0,62.19,False,completed
ORD000157,CUST00107,2024-09-16,meta,bottoms,US,71.78,0.0,10.77,True,returned
ORD000158,CUST00108,2024-09-17,meta,footwear,GB,107.63,13.18,94.45,False,completed
ORD000159,CUST00108,2024-09-02,meta,outerwear,GB,137.9,0.0,137.9,False,completed
ORD000160,CUST00109,2024-03-19,meta,bottoms,US,81.99,0.0,81.99,False,completed
ORD000161,CUST00109,2024-12-01,meta,outerwear,US,126.55,16.19,110.36,False,completed
ORD000162,CUST00110,2024-04-08,meta,bottoms,GB,88.17,0.0,88.17,False,completed
ORD000163,CUST00111,2024-11-18,meta,footwear,US,99.43,0.0,99.43,False,completed
ORD000164,CUST00111,2024-09-07,meta,tops,US,60.23,0.0,9.03,True,returned
ORD000165,CUST00112,2024-10-25,meta,bottoms,DE,71.48,0.0,10.72,True,returned
ORD000166,CUST00113,2024-09-12,meta,bottoms,CA,59.3,0.0,59.3,False,completed
ORD000167,CUST00114,2024-04-30,meta,outerwear,US,108.78,0.0,108.78,False,completed
ORD000168,CUST00115,2024-06-18,meta,accessories,AU,34.22,0.0,34.22,False,completed
ORD000169,CUST00116,2024-08-28,meta,footwear,CA,96.49,19.5,-5.03,True,returned
ORD000170,CUST00116,2024-05-25,meta,tops,CA,63.41,0.0,63.41,False,completed
ORD000171,CUST00116,2024-03-28,meta,footwear,CA,96.72,0.0,14.51,True,returned
ORD000172,CUST00117,2024-08-16,meta,tops,US,61.01,0.0,61.01,False,completed
ORD000173,CUST00118,2024-02-25,meta,tops,GB,71.69,0.0,71.69,False,completed
ORD000174,CUST00118,2024-06-16,meta,bottoms,GB,53.33,0.0,53.33,False,completed
ORD000175,CUST00119,2024-12-12,google,outerwear,GB,97.5,0.0,97.5,False,completed
ORD000176,CUST00119,2024-07-24,google,accessories,GB,36.04,0.0,36.04,False,completed
ORD000177,CUST00119,2024-01-19,google,tops,GB,58.61,0.0,8.79,True,returned
ORD000178,CUST00120,2024-08-12,google,accessories,GB,30.09,0.0,30.09,False,completed
ORD000179,CUST00120,2024-07-31,google,outerwear,GB,111.82,0.0,111.82,False,completed
ORD000180,CUST00121,2024-05-31,google,outerwear,CA,121.84,0.0,18.28,True,returned
ORD000181,CUST00121,2024-12-13,google,bottoms,CA,72.52,0.0,10.88,True,returned
ORD000182,CUST00122,2024-02-19,google,bottoms,FR,69.04,0.0,10.36,True,returned
ORD000183,CUST00123,2024-06-13,google,outerwear,GB,116.59,0.0,116.59,False,completed
ORD000184,CUST00123,2024-10-31,google,accessories,GB,42.69,0.0,42.69,False,completed
ORD000185,CUST00124,2024-11-28,google,bottoms,FR,52.83,0.0,52.83,False,completed
ORD000186,CUST00125,2024-03-14,google,outerwear,NL,157.76,0.0,23.66,True,returned
ORD000187,CUST00125,2024-11-09,google,accessories,NL,28.99,0.0,28.99,False,completed
ORD000188,CUST00125,2024-07-11,google,bottoms,NL,79.52,0.0,79.52,False,completed
ORD000189,CUST00126,2024-08-17,google,bottoms,US,55.13,0.0,55.13,False,completed
ORD000190,CUST00126,2024-03-18,google,accessories,US,28.19,0.0,28.19,False,completed
ORD000191,CUST00127,2024-07-27,google,bottoms,GB,96.54,0.0,96.54,False,completed
ORD000192,CUST00128,2024-03-10,google,footwear,GB,112.13,0.0,112.13,False,completed
ORD000193,CUST00129,2024-07-01,google,tops,AU,47.68,0.0,47.68,False,completed
ORD000194,CUST00129,2024-08-05,google,bottoms,AU,91.22,0.0,91.22,False,completed
ORD000195,CUST00130,2024-12-18,google,tops,GB,53.74,0.0,53.74,False,completed
ORD000196,CUST00131,2024-11-07,google,accessories,DE,35.83,0.0,35.83,False,completed
ORD000197,CUST00132,2024-07-07,google,footwear,GB,129.36,0.0,129.36,False,completed
ORD000198,CUST00132,2024-10-28,google,accessories,GB,36.06,0.0,36.06,False,completed
ORD000199,CUST00133,2024-09-15,google,footwear,GB,141.67,0.0,141.67,False,completed
ORD000200,CUST00134,2024-06-04,google,tops,GB,69.57,0.0,10.44,True,returned
ORD000201,CUST00135,2024-03-04,google,accessories,GB,38.43,0.0,38.43,False,completed
ORD000202,CUST00136,2024-04-14,google,tops,US,44.51,0.0,44.51,False,completed
ORD000203,CUST00137,2024-11-25,google,tops,DE,47.74,0.0,47.74,False,completed
ORD000204,CUST00137,2024-03-29,google,tops,DE,48.24,0.0,7.24,True,returned
ORD000205,CUST00138,2024-09-23,google,bottoms,GB,90.38,0.0,90.38,False,completed
ORD000206,CUST00139,2024-05-19,google,accessories,CA,42.69,0.0,42.69,False,completed
ORD000207,CUST00140,2024-10-07,google,bottoms,GB,77.98,0.0,77.98,False,completed
ORD000208,CUST00141,2024-04-13,google,bottoms,US,98.74,0.0,98.74,False,completed
ORD000209,CUST00141,2024-10-23,google,footwear,US,118.31,0.0,118.31,False,completed
ORD000210,CUST00141,2024-01-20,google,tops,US,66.45,0.0,66.45,False,completed
ORD000211,CUST00142,2024-12-23,google,bottoms,GB,62.88,0.0,62.88,False,completed
ORD000212,CUST00142,2024-07-24,google,tops,GB,65.29,0.0,65.29,False,completed
ORD000213,CUST00143,2024-02-12,google,outerwear,GB,114.28,0.0,17.14,True,returned
ORD000214,CUST00143,2024-03-19,google,outerwear,GB,180.35,0.0,180.35,False,completed
ORD000215,CUST00144,2024-09-16,google,tops,US,49.58,0.0,7.44,True,returned
ORD000216,CUST00145,2024-05-04,google,bottoms,GB,77.46,0.0,77.46,False,completed
ORD000217,CUST00146,2024-05-31,google,tops,US,41.94,0.0,41.94,False,completed
ORD000218,CUST00147,2024-03-01,google,outerwear,GB,112.99,0.0,112.99,False,completed
ORD000219,CUST00148,2024-07-18,google,bottoms,GB,90.83,0.0,90.83,False,completed
ORD000220,CUST00149,2024-07-18,google,tops,CA,41.57,0.0,41.57,False,completed
ORD000221,CUST00150,2024-03-05,google,outerwear,US,145.05,0.0,145.05,False,completed
ORD000222,CUST00151,2024-07-22,google,bottoms,GB,86.2,0.0,86.2,False,completed
ORD000223,CUST00151,2024-03-07,google,bottoms,GB,80.57,0.0,80.57,False,completed
ORD000224,CUST00152,2024-03-08,google,outerwear,GB,112.85,0.0,112.85,False,completed
ORD000225,CUST00153,2024-07-14,google,accessories,GB,48.39,0.0,48.39,False,completed
ORD000226,CUST00154,2024-03-16,google,footwear,US,138.68,0.0,138.68,False,completed
ORD000227,CUST00154,2024-03-11,google,tops,US,70.39,0.0,70.39,False,completed
ORD000228,CUST00155,2024-06-12,google,accessories,FR,54.75,0.0,54.75,False,completed
ORD000229,CUST00156,2024-09-28,google,accessories,DE,30.11,0.0,30.11,False,completed
ORD000230,CUST00156,2024-08-18,google,outerwear,DE,118.7,0.0,118.7,False,completed
ORD000231,CUST00157,2024-10-13,google,footwear,AU,128.83,0.0,128.83,False,completed
ORD000232,CUST00157,2024-08-11,google,tops,AU,56.01,0.0,56.01,False,completed
ORD000233,CUST00158,2024-07-25,google,outerwear,US,140.45,0.0,140.45,False,completed
ORD000234,CUST00159,2024-03-12,google,accessories,FR,36.12,0.0,36.12,False,completed
ORD000235,CUST00160,2024-05-04,google,accessories,GB,44.17,0.0,44.17,False,completed
ORD000236,CUST00161,2024-10-26,google,outerwear,FR,113.32,0.0,113.32,False,completed
ORD000237,CUST00162,2024-12-29,google,outerwear,AU,96.26,0.0,96.26,False,completed
ORD000238,CUST00162,2024-07-18,google,tops,AU,38.0,0.0,38.0,False,completed
ORD000239,CUST00163,2024-07-15,google,accessories,US,53.5,0.0,53.5,False,completed
ORD000240,CUST00163,2024-04-08,google,bottoms,US,98.56,0.0,98.56,False,completed
ORD000241,CUST00163,2024-08-28,google,footwear,US,140.1,0.0,140.1,False,completed
ORD000242,CUST00164,2024-02-05,google,accessories,US,49.08,0.0,7.36,True,returned
ORD000243,CUST00165,2024-06-30,google,outerwear,GB,165.71,0.0,24.86,True,returned
ORD000244,CUST00165,2024-04-10,google,tops,GB,67.8,0.0,67.8,False,completed
ORD000245,CUST00166,2024-08-26,google,accessories,US,47.21,0.0,47.21,False,completed
ORD000246,CUST00167,2024-12-07,google,outerwear,AU,129.53,0.0,129.53,False,completed
ORD000247,CUST00168,2024-10-06,google,accessories,US,46.69,0.0,46.69,False,completed
ORD000248,CUST00168,2024-04-07,google,outerwear,US,133.86,0.0,20.08,True,returned
ORD000249,CUST00169,2024-10-24,google,accessories,US,50.78,0.0,7.62,True,returned
ORD000250,CUST00169,2024-01-13,google,tops,US,46.88,0.0,46.88,False,completed
ORD000251,CUST00170,2024-11-19,google,outerwear,GB,172.25,0.0,172.25,False,completed
ORD000252,CUST00171,2024-05-30,google,accessories,NL,32.56,0.0,32.56,False,completed
ORD000253,CUST00172,2024-12-17,google,footwear,GB,78.74,0.0,78.74,False,completed
ORD000254,CUST00172,2024-09-09,google,outerwear,GB,170.81,0.0,170.81,False,completed
ORD000255,CUST00173,2024-05-21,google,outerwear,US,104.88,0.0,104.88,False,completed
ORD000256,CUST00174,2024-12-27,google,outerwear,US,114.51,0.0,114.51,False,completed
ORD000257,CUST00175,2024-01-10,google,outerwear,DE,191.25,0.0,28.69,True,returned
ORD000258,CUST00176,2024-08-09,google,tops,GB,70.83,0.0,70.83,False,completed
ORD000259,CUST00176,2024-02-15,google,outerwear,GB,166.25,0.0,24.94,True,returned
ORD000260,CUST00177,2024-12-05,google,outerwear,GB,163.24,0.0,163.24,False,completed
ORD000261,CUST00178,2024-09-23,google,tops,FR,40.15,0.0,40.15,False,completed
ORD000262,CUST00179,2024-02-16,google,tops,US,50.5,0.0,7.58,True,returned
ORD000263,CUST00179,2024-03-12,google,tops,US,58.23,0.0,8.73,True,returned
ORD000264,CUST00180,2024-05-27,google,outerwear,US,184.85,0.0,184.85,False,completed
ORD000265,CUST00181,2024-03-31,google,footwear,US,125.77,0.0,125.77,False,completed
ORD000266,CUST00181,2024-05-08,google,outerwear,US,137.42,0.0,137.42,False,completed
ORD000267,CUST00181,2024-08-10,google,tops,US,42.44,0.0,42.44,False,completed
ORD000268,CUST00182,2024-05-04,google,accessories,US,30.9,0.0,30.9,False,completed
ORD000269,CUST00182,2024-04-26,google,tops,US,39.24,0.0,5.89,True,returned
ORD000270,CUST00183,2024-06-24,google,outerwear,GB,109.5,0.0,109.5,False,completed
ORD000271,CUST00184,2024-09-30,google,bottoms,AU,59.0,0.0,59.0,False,completed
ORD000272,CUST00185,2024-01-23,google,accessories,CA,44.56,0.0,44.56,False,completed
ORD000273,CUST00186,2024-06-01,google,outerwear,US,176.61,0.0,26.49,True,returned
ORD000274,CUST00187,2024-09-26,google,tops,GB,69.51,0.0,69.51,False,completed
ORD000275,CUST00187,2024-08-23,google,outerwear,GB,108.31,0.0,108.31,False,completed
ORD000276,CUST00188,2024-01-19,google,accessories,US,34.41,0.0,34.41,False,completed
ORD000277,CUST00189,2024-03-19,google,bottoms,GB,70.67,0.0,70.67,False,completed
ORD000278,CUST00190,2024-05-28,google,accessories,US,31.65,0.0,31.65,False,completed
ORD000279,CUST00191,2024-02-14,google,accessories,NL,49.8,0.0,7.47,True,returned
ORD000280,CUST00192,2024-01-30,google,bottoms,FR,70.81,0.0,70.81,False,completed
ORD000281,CUST00192,2024-04-08,google,outerwear,FR,122.68,0.0,122.68,False,completed
ORD000282,CUST00192,2024-09-06,google,tops,FR,61.88,0.0,61.88,False,completed
ORD000283,CUST00193,2024-12-24,google,outerwear,US,135.58,0.0,20.34,True,returned
ORD000284,CUST00194,2024-08-18,google,outerwear,GB,182.51,0.0,182.51,False,completed
ORD000285,CUST00194,2024-05-05,google,footwear,GB,83.42,0.0,83.42,False,completed
ORD000286,CUST00195,2024-01-27,google,tops,US,61.57,0.0,61.57,False,completed
ORD000287,CUST00196,2024-02-28,google,tops,US,49.07,0.0,49.07,False,completed
ORD000288,CUST00197,2024-08-09,google,footwear,GB,118.07,0.0,118.07,False,completed
ORD000289,CUST00197,2024-12-14,google,accessories,GB,45.44,0.0,45.44,False,completed
ORD000290,CUST00197,2024-08-19,google,outerwear,GB,191.81,0.0,191.81,False,completed
ORD000291,CUST00198,2024-03-20,google,footwear,US,90.09,0.0,90.09,False,completed
ORD000292,CUST00199,2024-11-30,google,tops,GB,51.63,0.0,7.74,True,returned
ORD000293,CUST00200,2024-11-11,google,tops,FR,64.21,0.0,9.63,True,returned
ORD000294,CUST00201,2024-11-11,google,footwear,US,129.06,0.0,129.06,False,completed
ORD000295,CUST00202,2024-06-20,google,tops,US,69.96,0.0,69.96,False,completed
ORD000296,CUST00203,2024-02-04,google,bottoms,US,78.88,0.0,78.88,False,completed
ORD000297,CUST00204,2024-07-21,google,tops,GB,57.34,0.0,57.34,False,completed
ORD000298,CUST00204,2024-03-12,google,footwear,GB,122.71,0.0,122.71,False,completed
ORD000299,CUST00205,2024-02-02,tiktok,bottoms,US,57.29,0.0,8.59,True,returned
ORD000300,CUST00206,2024-01-26,tiktok,accessories,GB,36.06,0.0,36.06,False,completed
ORD000301,CUST00207,2024-04-11,tiktok,accessories,GB,32.9,6.08,26.82,False,completed
ORD000302,CUST00208,2024-07-31,tiktok,accessories,DE,46.94,0.0,46.94,False,completed
ORD000303,CUST00209,2024-08-05,tiktok,tops,US,40.34,8.09,-2.04,True,returned
ORD000304,CUST00210,2024-04-02,tiktok,outerwear,NL,111.03,0.0,111.03,False,completed
ORD000305,CUST00210,2024-04-23,tiktok,accessories,NL,52.91,8.09,44.82,False,completed
