customer_id,acquisition_channel,acquisition_date,country,email_subscribed
CUST00085,meta,2024-01-10,US,False
CUST00086,meta,2024-01-23,FR,False
CUST00087,meta,2024-01-25,US,True
CUST00088,meta,2024-01-10,FR,True
CUST00089,meta,2024-01-13,GB,False
CUST00090,meta,2024-01-19,US,True
CUST00091,meta,2024-01-26,AU,True
CUST00092,meta,2024-01-05,FR,True
CUST00093,meta,2024-01-22,NL,True
CUST00094,meta,2024-01-22,GB,True
CUST00095,meta,2024-01-22,AU,True
CUST00096,meta,2024-01-21,GB,True
CUST00097,meta,2024-01-12,US,True
CUST00098,meta,2024-01-19,GB,True
CUST00099,meta,2024-01-05,AU,True
CUST00100,meta,2024-01-08,GB,True
CUST00101,meta,2024-01-23,DE,True
CUST00102,meta,2024-01-23,US,True
CUST00103,meta,2024-01-04,GB,True
CUST00104,meta,2024-01-08,US,False
CUST00105,meta,2024-01-06,FR,True
CUST00106,meta,2024-01-15,GB,True
CUST00107,meta,2024-01-21,US,False
CUST00108,meta,2024-01-04,GB,False
CUST00109,meta,2024-01-29,US,True
CUST00110,meta,2024-01-07,GB,True
CUST00111,meta,2024-01-30,US,False
CUST00112,meta,2024-01-10,DE,True
CUST00113,meta,2024-01-26,CA,True
CUST00114,meta,2024-01-26,US,True
CUST00115,meta,2024-01-19,AU,True
CUST00116,meta,2024-01-19,CA,True
CUST00117,meta,2024-01-01,US,True
CUST00118,meta,2024-01-17,GB,True
CUST00119,google,2024-01-17,GB,True
CUST00120,google,2024-01-27,GB,True
CUST00121,google,2024-01-23,CA,False
CUST00122,google,2024-01-09,FR,True
CUST00123,google,2024-01-23,GB,True
CUST00124,google,2024-01-03,FR,True
CUST00125,google,2024-01-16,NL,False
CUST00126,google,2024-01-27,US,True
CUST00127,google,2024-01-10,GB,True
CUST00128,google,2024-01-17,GB,True
CUST00129,google,2024-01-22,AU,False
CUST00130,google,2024-01-19,GB,True
CUST00131,google,2024-01-25,DE,True
CUST00132,google,2024-01-26,GB,True
CUST00133,google,2024-01-21,GB,True
CUST00134,google,2024-01-27,GB,True
CUST00135,google,2024-01-04,GB,True
CUST00136,google,2024-01-15,US,False
CUST00137,google,2024-01-09,DE,True
CUST00138,google,2024-01-22,GB,True
CUST00139,google,2024-01-30,CA,True
CUST00140,google,2024-01-03,GB,False
CUST00141,google,2024-01-18,US,True
CUST00142,google,2024-01-02,GB,False
CUST00143,google,2024-01-02,GB,True
CUST00144,google,2024-01-18,US,True
CUST00145,google,2024-01-30,GB,False
CUST00146,google,2024-01-19,US,True
CUST00147,google,2024-01-28,GB,True
CUST00148,google,2024-01-20,GB,True
CUST00149,google,2024-01-13,CA,True
CUST00150,google,2024-01-10,US,False
CUST00151,google,2024-01-28,GB,True
CUST00152,google,2024-01-22,GB,True
CUST00153,google,2024-01-24,GB,True
CUST00154,google,2024-01-04,US,False
CUST00155,google,2024-01-05,FR,True
CUST00156,google,2024-01-17,DE,True
CUST00157,google,2024-01-15,AU,True
CUST00158,google,2024-01-18,US,True
CUST00159,google,2024-01-10,FR,True
CUST00160,google,2024-01-24,GB,True
CUST00161,google,2024-01-23,FR,True
CUST00162,google,2024-01-30,AU,True
CUST00163,google,2024-01-16,US,False
CUST00164,google,2024-01-26,US,False
CUST00165,google,2024-01-28,GB,True
CUST00166,google,2024-01-04,US,True
CUST00167,google,2024-01-07,AU,True
CUST00168,google,2024-01-07,US,True
CUST00169,google,2024-01-07,US,True
CUST00170,google,2024-01-08,GB,True
CUST00171,google,2024-01-17,NL,True
CUST00172,google,2024-01-04,GB,True
CUST00173,google,2024-01-07,US,True
CUST00174,google,2024-01-25,US,True
CUST00175,google,2024-01-09,DE,True
CUST00176,google,2024-01-28,GB,True
CUST00177,google,2024-01-04,GB,True
CUST00178,google,2024-01-11,FR,False
CUST00179,google,2024-01-02,US,True
CUST00180,google,2024-01-15,US,False
CUST00181,google,2024-01-15,US,True
CUST00182,google,2024-01-08,US,False
CUST00183,google,2024-01-23,GB,True
CUST00184,google,2024-01-16,AU,True
CUST00185,google,2024-01-17,CA,True
CUST00186,google,2024-01-18,US,True
CUST00187,google,2024-01-16,GB,True
CUST00188,google,2024-01-13,US,True
CUST00189,google,2024-01-05,GB,False
CUST00190,google,2024-01-30,US,True
CUST00191,google,2024-01-16,NL,True
CUST00192,google,2024-01-10,FR,False
CUST00193,google,2024-01-25,US,True
CUST00194,google,2024-01-25,GB,False
CUST00195,google,2024-01-25,US,True
CUST00196,google,2024-01-11,US,True
CUST00197,google,2024-01-03,GB,False
CUST00198,google,2024-01-14,US,True
CUST00199,google,2024-01-21,GB,True
CUST00200,google,2024-01-18,FR,True
CUST00201,google,2024-01-03,US,True
CUST00202,google,2024-01-18,US,True
CUST00203,google,2024-01-19,US,True
CUST00204,google,2024-01-30,GB,True
CUST00205,tiktok,2024-01-17,US,True
CUST00206,tiktok,2024-01-08,GB,False
CUST00207,tiktok,2024-01-25,GB,True
CUST00208,tiktok,2024-01-07,DE,False
CUST00209,tiktok,2024-01-26,US,True
CUST00210,tiktok,2024-01-16,NL,True
CUST00211,tiktok,2024-01-08,US,True
CUST00212,tiktok,2024-01-29,GB,False
CUST00213,tiktok,2024-01-28,GB,True
CUST00214,tiktok,2024-01-18,GB,True
CUST00215,tiktok,2024-01-21,US,True
CUST00216,tiktok,2024-01-29,US,True
CUST00217,tiktok,2024-01-03,US,True
CUST00218,tiktok,2024-01-26,US,False
CUST00219,tiktok,2024-01-08,FR,True
CUST00220,tiktok,2024-01-02,US,True
CUST00221,tiktok,2024-01-10,GB,True
CUST00222,tiktok,2024-01-21,GB,True
CUST00223,tiktok,2024-01-20,US,False
CUST00224,tiktok,2024-01-04,DE,True
CUST00225,tiktok,2024-01-28,GB,False
CUST00226,tiktok,2024-01-26,US,True
CUST00227,tiktok,2024-01-23,NL,True
CUST00228,tiktok,2024-01-27,US,True
CUST00229,tiktok,2024-01-30,US,True
CUST00230,tiktok,2024-01-14,US,True
CUST00231,tiktok,2024-01-15,FR,True
CUST00232,tiktok,2024-01-24,GB,True
CUST00233,tiktok,2024-01-28,NL,True
CUST00234,tiktok,2024-01-14,GB,False
CUST00235,tiktok,2024-01-20,FR,True
CUST00236,tiktok,2024-01-15,GB,True
CUST00237,tiktok,2024-01-17,NL,True
CUST00238,tiktok,2024-01-24,GB,True
CUST00239,tiktok,2024-01-28,DE,True
CUST00240,tiktok,2024-01-06,US,True
CUST00241,tiktok,2024-01-12,GB,True
CUST00242,tiktok,2024-01-12,GB,False
CUST00243,tiktok,2024-01-17,DE,True
CUST00244,tiktok,2024-01-07,GB,True
CUST00245,tiktok,2024-01-20,DE,False
CUST00246,tiktok,2024-01-24,DE,True
CUST00247,tiktok,2024-01-16,GB,True
CUST00248,tiktok,2024-01-05,DE,True
CUST00249,tiktok,2024-01-26,DE,True
CUST00250,tiktok,2024-01-09,US,True
CUST00251,tiktok,2024-01-02,CA,False
CUST00252,tiktok,2024-01-25,GB,True
CUST00253,tiktok,2024-01-02,GB,True
CUST00254,tiktok,2024-01-17,GB,False
CUST00255,tiktok,2024-01-07,AU,False
CUST00256,tiktok,2024-01-14,GB,True
CUST00257,organic,2024-01-10,GB,True
CUST00258,organic,2024-01-15,US,True
CUST00259,organic,2024-01-09,US,False
CUST00260,organic,2024-01-21,US,True
CUST00261,organic,2024-01-20,DE,True
CUST00262,organic,2024-01-07,US,True
CUST00263,organic,2024-01-01,GB,True
CUST00264,organic,2024-01-22,FR,True
CUST00265,organic,2024-01-15,US,True
CUST00266,organic,2024-01-13,DE,True
CUST00267,organic,2024-01-04,DE,False
CUST00268,organic,2024-01-15,GB,True
CUST00269,organic,2024-01-06,US,True
CUST00270,organic,2024-01-18,US,True
CUST00271,organic,2024-01-07,US,False
CUST00272,organic,2024-01-30,US,False
CUST00273,organic,2024-01-27,FR,True
CUST00274,organic,2024-01-13,DE,True
CUST00275,organic,2024-01-26,US,True
CUST00276,organic,2024-01-04,NL,True
CUST00277,organic,2024-01-03,FR,True
CUST00278,organic,2024-01-28,US,True
CUST00279,organic,2024-01-16,AU,False
CUST00280,organic,2024-01-06,DE,False
CUST00281,organic,2024-01-05,AU,False
CUST00282,organic,2024-01-03,US,False
CUST00283,organic,2024-01-23,US,False
CUST00284,organic,2024-01-15,DE,False
CUST00285,organic,2024-01-13,FR,True
CUST00286,organic,2024-01-29,GB,False
CUST00287,organic,2024-01-17,DE,True
CUST00288,organic,2024-01-04,CA,False
CUST00289,organic,2024-01-02,GB,True
CUST00290,organic,2024-01-07,FR,False
CUST00291,organic,2024-01-19,CA,False
CUST00292,organic,2024-01-22,AU,False
CUST00293,organic,2024-01-19,GB,True
CUST00294,organic,2024-01-17,GB,False
CUST00295,organic,2024-01-26,GB,True
CUST00296,organic,2024-01-01,FR,True
CUST00297,organic,2024-01-23,DE,False
CUST00298,organic,2024-01-26,US,True
CUST00299,organic,2024-01-13,US,True
CUST00300,organic,2024-01-14,GB,True
CUST00301,organic,2024-01-02,FR,False
CUST00302,organic,2024-01-30,FR,True
CUST00303,organic,2024-01-12,GB,True
CUST00304,organic,2024-01-29,GB,True
CUST00305,organic,2024-01-12,DE,False
CUST00306,organic,2024-01-22,GB,True
CUST00307,organic,2024-01-03,GB,True
CUST00308,organic,2024-01-12,FR,True
CUST00309,organic,2024-01-29,US,True
CUST00310,organic,2024-01-12,GB,True
CUST00311,organic,2024-01-26,GB,True
CUST00312,organic,2024-01-14,GB,True
CUST00313,organic,2024-01-21,US,True
CUST00314,organic,2024-01-17,NL,False
CUST00315,organic,2024-01-26,GB,False
CUST00316,email,2024-01-20,GB,False
CUST00317,email,2024-01-09,FR,False
CUST00318,email,2024-01-12,AU,True
CUST00319,email,2024-01-08,FR,True
CUST00320,email,2024-01-28,US,False
CUST00321,email,2024-01-28,US,False
CUST00322,email,2024-01-12,GB,True
CUST00323,email,2024-01-04,NL,True
CUST00324,email,2024-01-05,US,True
CUST00325,email,2024-01-03,GB,True
CUST00326,email,2024-01-04,GB,True
CUST00327,email,2024-01-24,GB,True
CUST00328,email,2024-01-15,CA,True
CUST00329,email,2024-01-11,NL,True
CUST00330,email,2024-01-24,NL,True
CUST00331,email,2024-01-20,NL,True
CUST00332,email,2024-01-14,US,True
CUST00333,email,2024-01-15,GB,False
CUST00334,email,2024-01-23,GB,False
CUST00335,email,2024-01-16,NL,True
CUST00336,email,2024-01-16,US,True
CUST00337,email,2024-01-08,GB,False
CUST00338,email,2024-01-15,GB,True
CUST00339,email,2024-01-12,US,True
CUST00340,email,2024-01-25,US,True
CUST00341,email,2024-01-13,FR,False
CUST00342,email,2024-01-24,US,True
CUST00343,email,2024-01-09,GB,False
CUST00344,email,2024-01-09,NL,True
CUST00345,email,2024-01-26,GB,True
CUST00346,email,2024-01-03,FR,False
CUST00347,referral,2024-01-07,AU,True
CUST00348,referral,2024-01-04,DE,True
CUST00349,referral,2024-01-11,US,True
CUST00350,referral,2024-01-03,US,False
CUST00351,referral,2024-01-24,GB,False
CUST00352,referral,2024-01-01,GB,True
CUST00353,referral,2024-01-27,CA,True
CUST00354,referral,2024-01-25,FR,False
CUST00355,referral,2024-01-09,GB,True
CUST00356,referral,2024-01-26,GB,True
CUST00357,referral,2024-01-26,GB,True
CUST00358,referral,2024-01-13,FR,True
CUST00359,meta,2024-02-20,US,True
CUST00360,meta,2024-02-11,GB,True
CUST00361,meta,2024-02-02,GB,False
CUST00362,meta,2024-02-19,US,True
CUST00363,meta,2024-02-01,DE,True
CUST00364,meta,2024-02-25,AU,True
CUST00365,meta,2024-02-28,CA,True
CUST00366,meta,2024-02-26,NL,True
CUST00367,meta,2024-02-11,NL,False
CUST00368,meta,2024-02-14,GB,True
CUST00369,meta,2024-02-14,AU,True
CUST00370,meta,2024-02-09,NL,True
CUST00371,meta,2024-02-01,CA,True
CUST00372,meta,2024-02-20,NL,True
CUST00373,meta,2024-02-08,US,False
CUST00374,meta,2024-02-27,GB,True
CUST00375,meta,2024-02-04,US,True
CUST00376,meta,2024-02-03,GB,True
CUST00377,meta,2024-02-04,GB,False
CUST00378,meta,2024-02-16,GB,True
CUST00379,meta,2024-02-22,US,True
CUST00380,meta,2024-02-27,NL,False
CUST00381,meta,2024-02-10,DE,False
CUST00382,meta,2024-02-05,FR,True
CUST00383,meta,2024-02-12,DE,True
CUST00384,meta,2024-02-14,GB,True
CUST00385,meta,2024-02-19,GB,True
CUST00386,meta,2024-02-05,GB,True
CUST00387,meta,2024-02-22,US,True
CUST00388,meta,2024-02-05,GB,True
CUST00389,meta,2024-02-21,US,False
CUST00390,meta,2024-02-06,GB,True
CUST00391,meta,2024-02-27,GB,True
CUST00392,meta,2024-02-19,GB,False
CUST00393,meta,2024-02-19,FR,True
CUST00394,meta,2024-02-28,US,False
CUST00395,meta,2024-02-09,GB,True
CUST00396,meta,2024-02-14,US,True
CUST00397,meta,2024-02-09,US,False
CUST00398,meta,2024-02-15,US,True
CUST00399,meta,2024-02-18,GB,True
CUST00400,meta,2024-02-25,US,True
CUST00401,meta,2024-02-23,GB,True
CUST00402,meta,2024-02-01,NL,True
CUST00403,meta,2024-02-19,FR,True
CUST00404,meta,2024-02-22,GB,True
CUST00405,meta,2024-02-15,GB,True
CUST00406,meta,2024-02-24,GB,False
CUST00407,meta,2024-02-16,GB,False
CUST00408,meta,2024-02-28,FR,True
CUST00409,meta,2024-02-19,GB,False
CUST00410,meta,2024-02-18,GB,True
CUST00411,meta,2024-02-27,GB,True
CUST00412,meta,2024-02-23,NL,True
CUST00413,meta,2024-02-22,FR,True
CUST00414,meta,2024-02-20,DE,True
CUST00415,meta,2024-02-15,GB,True
CUST00416,meta,2024-02-21,FR,True
CUST00417,meta,2024-02-22,CA,False
CUST00418,meta,2024-02-20,US,False
CUST00419,meta,2024-02-27,GB,True
CUST00420,meta,2024-02-27,US,True
CUST00421,meta,2024-02-06,FR,True
CUST00422,meta,2024-02-09,US,True
CUST00423,meta,2024-02-28,CA,False
CUST00424,meta,2024-02-17,CA,False
CUST00425,meta,2024-02-06,GB,True
CUST00426,meta,2024-02-11,US,True
CUST00427,meta,2024-02-22,US,False
CUST00428,meta,2024-02-25,GB,True
CUST00429,meta,2024-02-24,GB,False
CUST00430,meta,2024-02-05,GB,True
CUST00431,meta,2024-02-17,GB,False
CUST00432,meta,2024-02-11,US,True
CUST00433,meta,2024-02-24,GB,False
CUST00434,meta,2024-02-16,GB,True
CUST00435,meta,2024-02-06,GB,True
CUST00436,meta,2024-02-06,DE,True
CUST00437,meta,2024-02-12,US,True
CUST00438,meta,2024-02-17,US,False
CUST00439,meta,2024-02-12,FR,True
CUST00440,meta,2024-02-10,US,False
CUST00441,meta,2024-02-20,GB,True
CUST00442,meta,2024-02-22,US,False
CUST00443,meta,2024-02-01,DE,True
CUST00444,meta,2024-02-14,FR,True
CUST00445,meta,2024-02-05,FR,True
CUST00446,meta,2024-02-18,GB,False
CUST00447,meta,2024-02-06,GB,False
CUST00448,meta,2024-02-26,CA,True
CUST00449,meta,2024-02-19,US,True
CUST00450,meta,2024-02-17,US,False
CUST00451,meta,2024-02-09,FR,True
CUST00452,meta,2024-02-05,DE,True
CUST00453,meta,2024-02-06,GB,True
CUST00454,meta,2024-02-09,US,True
CUST00455,meta,2024-02-25,US,True
CUST00456,meta,2024-02-28,US,True
CUST00457,meta,2024-02-24,US,True
CUST00458,meta,2024-02-27,GB,True
CUST00459,meta,2024-02-07,GB,False
CUST00460,meta,2024-02-03,AU,True
CUST00461,meta,2024-02-24,GB,False
CUST00462,meta,2024-02-28,US,False
CUST00463,meta,2024-02-20,DE,False
CUST00464,meta,2024-02-22,US,True
CUST00465,meta,2024-02-28,GB,True
CUST00466,meta,2024-02-15,GB,True
CUST00467,google,2024-02-09,FR,False
CUST00468,google,2024-02-27,US,True
CUST00469,google,2024-02-14,FR,True
CUST00470,google,2024-02-27,FR,True
CUST00471,google,2024-02-22,US,False
CUST00472,google,2024-02-05,DE,True
CUST00473,google,2024-02-15,AU,True
CUST00474,google,2024-02-22,GB,True
CUST00475,google,2024-02-22,AU,True
CUST00476,google,2024-02-12,GB,True
CUST00477,google,2024-02-21,GB,True
CUST00478,google,2024-02-11,FR,True
CUST00479,google,2024-02-28,US,True
CUST00480,google,2024-02-27,GB,True
CUST00481,google,2024-02-15,US,True
CUST00482,google,2024-02-07,CA,False
CUST00483,google,2024-02-03,CA,True
CUST00484,google,2024-02-07,GB,True
CUST00485,google,2024-02-13,FR,False
CUST00486,google,2024-02-24,GB,True
CUST00487,google,2024-02-21,US,True
CUST00488,google,2024-02-05,US,True
CUST00489,google,2024-02-18,US,False
CUST00490,google,2024-02-16,US,True
CUST00491,google,2024-02-23,US,True
CUST00492,google,2024-02-04,FR,False
CUST00493,google,2024-02-11,CA,True
CUST00494,google,2024-02-25,GB,True
CUST00495,google,2024-02-17,US,True
CUST00496,google,2024-02-28,AU,True
CUST00497,google,2024-02-03,GB,False
CUST00498,google,2024-02-01,GB,True
CUST00499,google,2024-02-22,US,False
CUST00500,google,2024-02-10,CA,True
CUST00501,google,2024-02-15,GB,True
CUST00502,google,2024-02-05,DE,True
CUST00503,google,2024-02-05,US,True
CUST00504,google,2024-02-03,US,True
CUST00505,google,2024-02-12,US,True
CUST00506,google,2024-02-05,GB,False
CUST00507,google,2024-02-04,GB,True
CUST00508,google,2024-02-26,DE,True
CUST00509,google,2024-02-01,DE,True
CUST00510,google,2024-02-21,DE,False
CUST00511,google,2024-02-04,GB,True
CUST00512,google,2024-02-05,GB,True
CUST00513,google,2024-02-15,GB,True
CUST00514,google,2024-02-07,GB,True
CUST00515,google,2024-02-08,US,True
CUST00516,google,2024-02-08,NL,False
CUST00517,google,2024-02-11,GB,True
CUST00518,google,2024-02-07,FR,False
CUST00519,google,2024-02-18,CA,True
CUST00520,google,2024-02-07,GB,True
CUST00521,google,2024-02-13,US,True
CUST00522,google,2024-02-02,AU,True
CUST00523,google,2024-02-10,US,True
CUST00524,google,2024-02-20,GB,True
CUST00525,google,2024-02-12,US,True
CUST00526,google,2024-02-12,US,True
CUST00527,google,2024-02-26,AU,True
CUST00528,google,2024-02-18,NL,True
CUST00529,google,2024-02-19,AU,False
CUST00530,google,2024-02-18,US,True
CUST00531,google,2024-02-23,CA,True
CUST00532,google,2024-02-01,US,True
CUST00533,google,2024-02-13,GB,True
CUST00534,google,2024-02-20,US,False
CUST00535,google,2024-02-21,DE,True
CUST00536,google,2024-02-27,US,True
CUST00537,google,2024-02-14,GB,True
CUST00538,google,2024-02-25,NL,True
CUST00539,google,2024-02-27,GB,True
CUST00540,google,2024-02-16,DE,True
CUST00541,google,2024-02-03,GB,False
CUST00542,google,2024-02-06,US,True
CUST00543,google,2024-02-16,DE,True
CUST00544,google,2024-02-06,GB,True
CUST00545,tiktok,2024-02-08,US,True
CUST00546,tiktok,2024-02-26,US,True
CUST00547,tiktok,2024-02-09,US,True
CUST00548,tiktok,2024-02-06,FR,True
CUST00549,tiktok,2024-02-17,FR,True
CUST00550,tiktok,2024-02-26,GB,True
CUST00551,tiktok,2024-02-25,US,True
CUST00552,tiktok,2024-02-03,US,True
CUST00553,tiktok,2024-02-18,GB,True
CUST00554,tiktok,2024-02-28,DE,True
CUST00555,tiktok,2024-02-12,DE,True
CUST00556,tiktok,2024-02-03,AU,True
CUST00557,tiktok,2024-02-12,GB,True
CUST00558,tiktok,2024-02-19,NL,True
CUST00559,tiktok,2024-02-02,US,False
CUST00560,tiktok,2024-02-11,GB,False
CUST00561,tiktok,2024-02-16,GB,True
CUST00562,tiktok,2024-02-28,US,True
CUST00563,tiktok,2024-02-09,GB,True
CUST00564,tiktok,2024-02-20,GB,False
CUST00565,tiktok,2024-02-14,FR,True
CUST00566,tiktok,2024-02-16,GB,False
CUST00567,tiktok,2024-02-01,US,True
CUST00568,tiktok,2024-02-28,FR,True
CUST00569,tiktok,2024-02-23,US,False
CUST00570,tiktok,2024-02-10,DE,True
CUST00571,tiktok,2024-02-08,GB,False
CUST00572,tiktok,2024-02-02,GB,True
CUST00573,tiktok,2024-02-01,CA,True
CUST00574,tiktok,2024-02-19,AU,True
CUST00575,tiktok,2024-02-06,GB,True
CUST00576,tiktok,2024-02-21,US,True
CUST00577,tiktok,2024-02-07,DE,True
CUST00578,tiktok,2024-02-03,NL,False
CUST00579,tiktok,2024-02-19,US,True
CUST00580,tiktok,2024-02-05,US,False
CUST00581,tiktok,2024-02-04,US,True
CUST00582,tiktok,2024-02-22,DE,True
CUST00583,tiktok,2024-02-12,GB,True
CUST00584,tiktok,2024-02-20,DE,True
CUST00585,tiktok,2024-02-16,US,True
CUST00586,tiktok,2024-02-04,NL,True
CUST00587,tiktok,2024-02-06,GB,True
CUST00588,tiktok,2024-02-22,US,False
CUST00589,tiktok,2024-02-06,US,True
CUST00590,tiktok,2024-02-22,GB,True
CUST00591,tiktok,2024-02-06,GB,True
CUST00592,tiktok,2024-02-02,GB,True
CUST00593,tiktok,2024-02-08,GB,True
CUST00594,tiktok,2024-02-18,US,True
CUST00595,tiktok,2024-02-15,GB,True
CUST00596,organic,2024-02-27,GB,False
CUST00597,organic,2024-02-05,FR,True
CUST00598,organic,2024-02-06,GB,True
CUST00599,organic,2024-02-07,GB,False
CUST00600,organic,2024-02-19,DE,True
CUST00601,organic,2024-02-13,NL,True
CUST00602,organic,2024-02-02,CA,True
CUST00603,organic,2024-02-22,FR,True
CUST00604,organic,2024-02-17,GB,False
CUST00605,organic,2024-02-03,GB,False
CUST00606,organic,2024-02-20,US,False
CUST00607,organic,2024-02-21,GB,True
CUST00608,organic,2024-02-10,GB,False
CUST00609,organic,2024-02-08,GB,True
CUST00610,organic,2024-02-15,US,False
CUST00611,organic,2024-02-03,GB,False
CUST00612,organic,2024-02-07,US,True
CUST00613,organic,2024-02-27,FR,False
CUST00614,organic,2024-02-18,US,False
CUST00615,organic,2024-02-17,NL,True
CUST00616,organic,2024-02-19,GB,True
CUST00617,organic,2024-02-16,US,True
CUST00618,organic,2024-02-14,GB,False
CUST00619,organic,2024-02-26,US,True
CUST00620,organic,2024-02-08,GB,True
CUST00621,organic,2024-02-13,US,True
CUST00622,organic,2024-02-11,US,False
CUST00623,organic,2024-02-18,NL,True
CUST00624,organic,2024-02-09,GB,True
CUST00625,organic,2024-02-18,NL,True
CUST00626,organic,2024-02-18,NL,True
CUST00627,organic,2024-02-28,NL,False
CUST00628,organic,2024-02-27,GB,False
CUST00629,organic,2024-02-02,GB,True
CUST00630,organic,2024-02-11,GB,False
CUST00631,organic,2024-02-01,GB,True
CUST00632,organic,2024-02-07,GB,True
CUST00633,organic,2024-02-16,GB,True
CUST00634,organic,2024-02-07,FR,True
CUST00635,organic,2024-02-04,US,False
CUST00636,organic,2024-02-05,GB,True
CUST00637,organic,2024-02-07,CA,False
CUST00638,organic,2024-02-24,US,True
CUST00639,organic,2024-02-28,DE,True
CUST00640,organic,2024-02-11,DE,True
CUST00641,organic,2024-02-19,GB,True
CUST00642,organic,2024-02-07,GB,True
CUST00643,organic,2024-02-28,US,True
CUST00644,email,2024-02-09,US,True
CUST00645,email,2024-02-28,GB,False
CUST00646,email,2024-02-07,GB,True
CUST00647,email,2024-02-12,GB,True
CUST00648,email,2024-02-09,US,True
CUST00649,email,2024-02-17,US,True
CUST00650,email,2024-02-11,GB,True
CUST00651,email,2024-02-18,GB,True
CUST00652,email,2024-02-01,GB,False
CUST00653,email,2024-02-21,CA,False
CUST00654,email,2024-02-24,AU,True
CUST00655,email,2024-02-27,US,False
CUST00656,email,2024-02-11,GB,True
CUST00657,email,2024-02-02,GB,True
CUST00658,email,2024-02-13,CA,True
CUST00659,email,2024-02-17,GB,False
CUST00660,email,2024-02-08,DE,True
CUST00661,email,2024-02-17,US,False
CUST00662,email,2024-02-02,US,True
CUST00663,email,2024-02-22,GB,True
CUST00664,email,2024-02-17,GB,True
CUST00665,email,2024-02-20,DE,True
CUST00666,email,2024-02-14,GB,True
CUST00667,email,2024-02-03,US,False
CUST00668,referral,2024-02-08,GB,True
CUST00669,referral,2024-02-21,GB,False
CUST00670,referral,2024-02-10,GB,True
CUST00671,referral,2024-02-09,US,True
CUST00672,referral,2024-02-23,AU,True
CUST00673,referral,2024-02-20,US,True
CUST00674,referral,2024-02-05,US,False
